id_empresas;razon_social;ruc;titulo;evaluaci�n_externa;evaluacion_legal;ratificado;estado;direccion;ubigeo;departamento;provincia;distrito;actividad_economica;sector_economico;telefono;correo;area_final;tipo_final;areas_detectadas;tipos_detectados
176;VI�A SOL SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA;20606884126;Implementaci�n de Herramientas Digitales para Reducir la Brecha Tecnol�gica y Aumentar la Productividad Empresarial de productos naturales.;Desaprobado;-;-;ACTIVO;INT. 01 MZA. � LOTE 19 URB. SANTA ANA ;200101;PIURA;PIURA;PIURA;ELABORACION Y CONSERVACION DE FRUTAS LEGUMBRES Y HORTALIZAS;Industrias manufactureras;977496335;jcborreroe@hotmail.com;TI / TRANSFORMACION DIGITAL;IA / Machine Learning;TI / TRANSFORMACION DIGITAL;IA / Machine Learning
177;PAPELERIA E IMPRESIONES TIPOGRAF EIRLTDA;20226294687;Digitalizaci�n progresiva para fortalecer la gesti�n operativa, estructurar el flujo de atenci�n y optimizar procesos clave que permitan un crecimiento sostenible, ordenado y basado en el uso eficiente de herramientas tecnol�gicas;Desaprobado;-;-;ACTIVO;AV. BOLOGNESI NRO 441 ;80901;CUSCO;LA CONVENCION;SANTA ANA;IMPRESION;Industrias manufactureras;(084) 281917 - 981950495;No se encontr�;OPERACIONES;Automatizacion / Workflow (BPM / RPA);OPERACIONES;AUTOMATIZACION / WORKFLOW (BPM / RPA)
178;CORPORACION AGROINDUSTRIAL SELVANDINA S.A.C.;20602721982;Implementaci�n de una plataforma de comercializaci�n para agregar valor a los servicios turisticos y reducir las brechas digitales en la empresa SELVANDINA S.A.C.;Desaprobado;-;-;ACTIVO;JR. 8 DE DICIEMBRE NRO S/N ;220903;SAN MARTIN;SAN MARTIN;CACATACHI;VENTA AL POR MENOR DE OTROS PRODUCTOS NUEVOS EN COMERCIOS ESPECIALIZADOS;"Comercio al por mayor y al por menor; reparaci�n de veh�culos automotores y motocicletas";952946127;felozga@gmail.com;COMERCIAL;IA / Machine Learning;TECNOLOGIA / INNOVACION / TI;IA / Machine Learning
179;SERGE PERU E.I.R.L.;20609323630;Fortalecimiento digital de la organizaci�n interna para dinamizar la gesti�n diaria, reducir cargas operativas y mejorar la trazabilidad del servicio;Desaprobado;-;-;ACTIVO;AV. UNIVERSITARIA NRO 383 URB. PANDO ET. SIETE ;150136;LIMA;LIMA;SAN MIGUEL;VENTA AL POR MAYOR DE ORDENADORES EQUIPO PERIFERICO Y PROGRAMAS DE INFORMATICA;"Comercio al por mayor y al por menor; reparaci�n de veh�culos automotores y motocicletas";999885808;sergeperu1@gmail.com;TI / TRANSFORMACION DIGITAL;Business Intelligence / Analytics;CALIDAD / SEGURIDAD / SST;Business Intelligence / Analytics
180;INVERSIONES HALIAM S.A.C.;20602625100;Transformaci�n Digital del Servicio de Delivery para Mejorar la Experiencia del Cliente y Reducir Costos Operativos;Desaprobado;-;-;ACTIVO;CAL. ARICA NRO 150 ;110201;ICA;CHINCHA;CHINCHA ALTA;ACTIVIDADES DE RESTAURANTES Y DE SERVICIO MOVIL DE COMIDAS;Actividades de alojamiento y de servicio de comidas;956603459;No se encontr�;COMERCIAL;IA / Machine Learning;COMERCIAL / MARKETING / VENTAS | TECNOLOGIA / INNOVACION / TI;IA / Machine Learning
181;LITEX INDUSTRIAS E.I.R.L.;20455879672;Sistematizaci�n integral con herramientas digitales interconectadas para optimizar la gesti�n empresarial, mejorar la eficiencia operativa y ampliar el alcance comercial para incrementar su presencia a trav�s de estrategias digitales en LITEX;Desaprobado;-;-;ACTIVO;CAL. SAN CAMILO NRO 306 URB. CERCADO ;40101;AREQUIPA;AREQUIPA;AREQUIPA;FABRICACION DE PRENDAS DE VESTIR EXCEPTO PRENDAS DE PIEL;Industrias manufactureras;(054)288926;litex_confecciones@hotmail.com;COMERCIAL;ERP;COMERCIAL / MARKETING / VENTAS | OPERACIONES / PRODUCCION / MANTENIMIENTO;ERP / GESTION INTEGRAL
183;HIDALGO TOURS S.A.C.;20542242656;"""Hidalgo Tour Digital: Plataforma Web para la Automatizaci�n de Reservas y la Transformaci�n Digital del Servicio de Gesti�n Tur�stica de Excursiones y Viajes";Desaprobado;-;-;ACTIVO;JR. TUPAC AMARU NRO 431 URB. 09 DE ABRIL ;220901;SAN MARTIN;SAN MARTIN;TARAPOTO;OTRAS ACTIVIDADES DE TRANSPORTE POR VIA TERRESTRE;Transporte y almacenamiento;(042)341011;hidalgo_tours@hotmail.com;TI / TRANSFORMACION DIGITAL;Automatizacion / Workflow (BPM / RPA);TECNOLOGIA / INNOVACION / TI;AUTOMATIZACION / WORKFLOW (BPM / RPA)
191;ARGEHUA S.A.C.;20601250307;Implementaci�n de una Plataforma Tecnol�gica para Optimizar el Proceso de Comercializaci�n e Incrementar la Productividad en la empresa Argehua SAC;Desaprobado;-;-;ACTIVO;JR. WASHINGTON NRO 1789 DEP. 203 ;150101;LIMA;LIMA;LIMA;ACTIVIDADES DE ARQUITECTURA E INGENIERIA Y ACTIVIDADES CONEXAS DE CONSULTORIA TECNICA;Actividades profesionales, cient�ficas y t�cnicas;(01)4330551;argehuasac@gmail.com;COMERCIAL;IA / Machine Learning;TECNOLOGIA / INNOVACION / TI;IA / Machine Learning
195;ESTACION DE SERVICIOS PICORITO EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA;20487703983;"Digitalizaci�n e implementaci�n integral de una plataforma comercial para la gesti�n empresarial y comercializaci�n de la empresa ""SERVICIOS PICORITO""";Desaprobado;-;-;ACTIVO;AV. CHACHAPOYAS NRO 3558 SECTOR LA ESPERANZA ;10701;AMAZONAS;UTCUBAMBA;BAGUA GRANDE;VENTA AL POR MENOR DE COMBUSTIBLES PARA VEHICULOS AUTOMOTORES EN COMERCIOS ESPECIALIZADOS;"Comercio al por mayor y al por menor; reparaci�n de veh�culos automotores y motocicletas";941939888;picorito1@hotmail.com;COMERCIAL;ERP;COMERCIAL / MARKETING / VENTAS | TECNOLOGIA / INNOVACION / TI;ERP / GESTION INTEGRAL
196;INVERSIONES DON FABRICIO E.I.R.L.;20608923889;Estrategia de Digitalizaci�n para el Fortalecimiento de la Relaci�n con Clientes y Mejora del Marketing Gastron�mico;Desaprobado;-;-;ACTIVO;AV. 28 DE JULIO NRO 613 ;110206;ICA;CHINCHA;GROCIO PRADO;ACTIVIDADES DE RESTAURANTES Y DE SERVICIO MOVIL DE COMIDAS;Actividades de alojamiento y de servicio de comidas;956603459;inversionesfabiricioeirl@gmail.com;COMERCIAL;CRM;COMERCIAL / MARKETING / VENTAS | DIRECCION / PLANEAMIENTO / GESTION;CRM
197;KOMPARTE S.A.C.;20605666800;Transformaci�n Digital para optimizar el control de inventario y mejorar la velocidad de atenci�n en caf�-restaurante;Aprobado;No Acreditado;;ACTIVO;JR. AYACUCHO NRO 992 ;120401;JUNIN;JAUJA;JAUJA;OTRAS ACTIVIDADES DE SERVICIO DE COMIDAS;Actividades de alojamiento y de servicio de comidas;937659709;kompartecafejauja@gmail.com;LOGISTICA;Automatizacion / Workflow (BPM / RPA);ALMACEN / LOGISTICA / DISTRIBUCION | TECNOLOGIA / INNOVACION / TI;Automatizacion / Workflow (BPM / RPA)
205;GRUPO GRYP S.A.C.;20602301461;Transformaci�n digital del �rea comercial y de recursos humanos en GRYP mediante estrategias de marketing digital.;Desaprobado;-;-;ACTIVO;AV. AVIACION NRO 3143 DEP. 4 PI URB. LAS MAGNOLIAS ;150130;LIMA;LIMA;SAN BORJA;ACTIVIDADES DE SEGURIDAD PRIVADA;Actividades de servicios administrativos y de apoyo;(01)4374526 - 981170366;rsaldana@gryp.com.pe;COMERCIAL;IA / Machine Learning;COMERCIAL / MARKETING / VENTAS | RRHH / TALENTO / CAPACITACION | TECNOLOGIA / INNOVACION / TI;IA / Machine Learning
213;CASTA�EDA Y CASTA�EDA SAC;20495680968;Desarrollo de identidad de marca, visibilidad en internet y automatizaci�n de la gesti�n comercial en PREVENTIS SALUD mediante herramientas digitales, para consolidar su presencia digital y fortalecer la conversi�n de leads.;Desaprobado;-;-;ACTIVO;CAL. CALLE LOS ZORZALES NRO 130 INT. 402 ;150131;LIMA;LIMA;SAN ISIDRO;OTRAS ACTIVIDADES DE ATENCION DE LA SALUD HUMANA;Actividades de atenci�n de la salud humana y de asistencia social;999435464;castanedacastaneda@gmail.com;COMERCIAL;Automatizacion / Workflow (BPM / RPA);COMERCIAL / MARKETING / VENTAS;AUTOMATIZACION / WORKFLOW (BPM / RPA)
215;REGNUM CONSTRUCTOR S.A.C.;20607240826;Transformaci�n digital de la gesti�n operativa y comercial para cerrar brechas de eficiencia y visibilidad en REGNUM S.A.C.;Desaprobado;-;-;ACTIVO;CAL. RAYMONDI NRO 474 SEC. PUEBLO NUEVO ;60801;CAJAMARCA;JAEN;JAEN;CONSTRUCCION DE EDIFICIOS;Construcci�n;950560698;cynthia.l.b.m.28@gmail.com;COMERCIAL;Business Intelligence / Analytics;COMERCIAL / MARKETING / VENTAS | TECNOLOGIA / INNOVACION / TI;Business Intelligence / Analytics
220;CORPORACION MAKIPURAIX DEL PERU E.I.R.L.;20609614839;implementaci�n de un sistema para optimizar el soporte a la fuerza de ventas, el control de la operaci�n comercial y la fidelizaci�n de clientes en el negocio de agua en bid�n, para aumentar ventas, mejorar eficiencia y fortalecer la lealtad del cliente;Desaprobado;-;-;ACTIVO;CAL. LOS ARENALES LOTE 01B FND. ESPERANZA ;140112;LAMBAYEQUE;CHICLAYO;PIMENTEL;"ELABORACION DE BEBIDAS NO ALCOHOLICAS; PRODUCCION DE AGUAS MINERALES Y OTRAS AGUAS EMBOTELLADAS";Industrias manufactureras;979341717;makipuraix@makipuraix.pe;COMERCIAL;CRM;COMERCIAL / MARKETING / VENTAS | OPERACIONES / PRODUCCION / MANTENIMIENTO | SERVICIO AL CLIENTE / ATENCION | TECNOLOGIA / INNOVACION / TI;CRM
222;INDUSTRIAL LOS NEVADOS EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA;20364240954;Transformaci�n digital de procesos comerciales y de marketing en INDUSTRIAL LOS NEVADOS EIRL, para posicionar sus marcas de suplementos nutricionales, mejorar la conversi�n de leads y fortalecer su desempe�o comercial.;Desaprobado;-;-;ACTIVO;AV. REVOLUCION MZA. 33C LOTE 39 P.J. SAN FRANCISCO DE LA CRUZ ;150133;LIMA;LIMA;SAN JUAN DE MIRAFLORES;ELABORACION Y CONSERVACION DE FRUTAS LEGUMBRES Y HORTALIZAS;Industrias manufactureras;947040170;didiflores@hotmail.com;COMERCIAL;Automatizacion / Workflow (BPM / RPA);COMERCIAL / MARKETING / VENTAS | RRHH / TALENTO / CAPACITACION | TECNOLOGIA / INNOVACION / TI;AUTOMATIZACION / WORKFLOW (BPM / RPA)
224;SAFENA S.A.;20603837721;Implementaci�n de Herramientas Digitales para incrementar la productividad, el nivel de ventas de prendas m�dicas de compresi�n y mejorar la experiencia del cliente;Desaprobado;-;-;ACTIVO;AV. MAQUINARIAS NRO 2414 ;150101;LIMA;LIMA;LIMA;VENTA AL POR MAYOR NO ESPECIALIZADA;"Comercio al por mayor y al por menor; reparaci�n de veh�culos automotores y motocicletas";943569351;hugo.condori@tagumedica.com;COMERCIAL;CRM;COMERCIAL / MARKETING / VENTAS;CRM
225;CONSORCIO APPCACAO S.A.C.;20608585291;"""Desarrollo de herramientas digitales para la gesti�n empresarial del Consorcio APPCACAO S.A.C. """;Desaprobado;-;-;ACTIVO;AV. BRASIL NRO 3121 URB. PRIMAVERA ;150120;LIMA;LIMA;MAGDALENA DEL MAR;ACTIVIDADES DE APOYO A LA AGRICULTURA;Agricultura, ganader�a, silvicultura y pesca;985078751;gerencia@appcacao.org;TI / TRANSFORMACION DIGITAL;ERP;TI / TRANSFORMACION DIGITAL;ERP / GESTION INTEGRAL
226;DECORPLAZA PERU E.I.R.L.;20603043775;Estrategia de Digitalizaci�n Orientada al Fortalecimiento de la Gesti�n Comercial y la Experiencia del Cliente en DECORPLAZA PERU E.I.R.L.;Desaprobado;-;-;ACTIVO;AV. PAKAMUROS NRO C-7 SEC. SAN CAMILO ;60801;CAJAMARCA;JAEN;JAEN;VENTA AL POR MAYOR DE MATERIALES DE CONSTRUCCION ARTICULOS DE FERRETERIA Y EQUIPO Y MATERIALES DE FONTANERIA Y CALEFACCION;"Comercio al por mayor y al por menor; reparaci�n de veh�culos automotores y motocicletas";953603201;decorplaza.peru@gmail.com;COMERCIAL;IA / Machine Learning;COMERCIAL / MARKETING / VENTAS | DIRECCION / PLANEAMIENTO / GESTION;IA / Machine Learning
227;ALL PERU TOURS AND TRAVEL S.A.C.;20477976329;Implementaci�n de un sistema integral para mejorar el control de la Gesti�n de Reservas, cotizaciones y contabilidad en ALL PER� TOURS AND TRAVEL;Desaprobado;-;-;ACTIVO;AV. EL DERBY NRO 254 URB. EL DERBY DE MONTERRICO ;150140;LIMA;LIMA;SANTIAGO DE SURCO;ACTIVIDADES DE AGENCIAS DE VIAJES;Actividades de servicios administrativos y de apoyo;939568100;administracion@allperu.com.pe;FINANZAS;ERP;FINANZAS / CONTABILIDAD / TESORERIA | TECNOLOGIA / INNOVACION / TI;ERP / GESTION INTEGRAL
231;FRANCIA EXCURSIONS S.A.C;20108763621;DESARROLLO E IMPLEMENTACI�N DE UN SISTEMA DE GESTI�N EMPRESARIAL EN UNA PLATAFORMA DE C�DIGO ABIERTO QUE PERMITA LA INTEGRACI�N DE CLIENTES Y PROVEEDORES E INCLUYA EL DESARROLLO DE CONTENIDO DIGITAL PARA UNA AGENCIA DE VIAJES;Desaprobado;-;-;ACTIVO;AV. JOSE PARDO NRO 640 INT. TM5 RES. COMERCIAL PARDO ;150122;LIMA;LIMA;MIRAFLORES;ACTIVIDADES DE AGENCIAS DE VIAJES;Actividades de servicios administrativos y de apoyo;(01) 4467541 - 962818472;reservas@francia.com.pe;COMERCIAL;ERP;COMERCIAL / MARKETING / VENTAS | COMPRAS / ABASTECIMIENTO | TECNOLOGIA / INNOVACION / TI;CRM | ERP / GESTION INTEGRAL
232;DIAMANTA S.A.C.;20494899940;Transformaci�n Digital del Control de Calidad en Prendas de Fibra de Alpaca;Desaprobado;-;-;ACTIVO;JR. 28 DE JULIO NRO 262 INT. 307 ;50101;AYACUCHO;HUAMANGA;AYACUCHO;FABRICACION DE PRENDAS DE VESTIR EXCEPTO PRENDAS DE PIEL;Industrias manufactureras;(066) 318851;juanr@solidperu.com;TI / TRANSFORMACION DIGITAL;Automatizacion / Workflow (BPM / RPA);CALIDAD / SEGURIDAD / SST | TECNOLOGIA / INNOVACION / TI;Automatizacion / Workflow (BPM / RPA)
239;BBA CONSULTORES NAZKA S.A.C.;20609517485;Implementaci�n de Herramientas Digitales para Reducir la Brecha Tecnol�gica y Aumentar la Productividad Empresarial;Desaprobado;-;-;ACTIVO;CAL. JUAN MATTA NRO 611 URB. NASCA CERCADO ;110301;ICA;NAZCA;NAZCA;ACTIVIDADES DE CONSULTORIA DE GESTION;Actividades profesionales, cient�ficas y t�cnicas;956567391;maquinasqa@gmail.com;TI / TRANSFORMACION DIGITAL;IA / Machine Learning;TI / TRANSFORMACION DIGITAL;IA / Machine Learning
240;MAGELLAN TRADING PERU S.A.C.;20552379307;Diagn�stico e Implementaci�n de un Sistema Digital Integral para la Optimizaci�n del Canal Ecommerce, la Automatizaci�n del Marketing y la Gesti�n de Clientes en MG Global;Desaprobado;-;-;ACTIVO;AV. GRAU NRO 1502 INT. 618 ;150104;LIMA;LIMA;BARRANCO;VENTA AL POR MAYOR NO ESPECIALIZADA;"Comercio al por mayor y al por menor; reparaci�n de veh�culos automotores y motocicletas";975500673;vilma27_06@hotmail.com;COMERCIAL;CRM;COMERCIAL / MARKETING / VENTAS | TECNOLOGIA / INNOVACION / TI;AUTOMATIZACION / WORKFLOW (BPM / RPA) | COMERCIO ELECTRONICO | CRM
241;INSTANT COLD S.A.C.;20538810925;Business Intelligence para la Eficiencia Operativa en INSTANT COLD PER� con An�lisis de Datos;Desaprobado;-;-;ACTIVO;MZA. F LOTE 9 P.J. CIUDADELA CHALACA ;70101;CALLAO;PROV. CONST. DEL CALLAO;CALLAO;OTRAS ACTIVIDADES DE SERVICIOS PERSONALES NO CLASIFICADOS PREVIAMENTE;Otras actividades de servicios;98908722;info@instantcoldperu.com;TI / TRANSFORMACION DIGITAL;IA / Machine Learning;OPERACIONES / PRODUCCION / MANTENIMIENTO;IA / Machine Learning
243;PERU PROCESS AUTOMATION SOCIEDAD ANONIMA CERRADA;20521986311;Implementaci�n de Tecnolog�a Digital para Mejorar la Gesti�n de Servicios y Proyectos de Automatizaci�n Industrial;Desaprobado;-;-;ACTIVO;AV. NICOLAS AYLLON NRO 2941 ;150111;LIMA;LIMA;EL AGUSTINO;ACTIVIDADES DE ARQUITECTURA E INGENIERIA Y ACTIVIDADES CONEXAS DE CONSULTORIA TECNICA;Actividades profesionales, cient�ficas y t�cnicas;(01)3544596-990875821;pponce.ppa@gmail.com;TI / TRANSFORMACION DIGITAL;Automatizacion / Workflow (BPM / RPA);TECNOLOGIA / INNOVACION / TI;AUTOMATIZACION / WORKFLOW (BPM / RPA)
244;CELLPERU TRADING S.A.C.;20553818100;Integraci�n de un Sistema CRM para reforzar la gesti�n de servicio al cliente B2B y desarrollo de una estrategia de comunicaci�n digital integral en CELLPERUTRADING SAC para obtener mejor capacidad comercial y estrat�gica promoci�n de sus productos y servicios;Desaprobado;-;-;ACTIVO;JR. SANTA INES NRO 151 ;220901;SAN MARTIN;SAN MARTIN;TARAPOTO;VENTA AL POR MAYOR DE EQUIPO PARTES Y PIEZAS ELECTRONICOS Y DE TELECOMUNICACIONES;"Comercio al por mayor y al por menor; reparaci�n de veh�culos automotores y motocicletas";966618678;danielmelendez@cellperu.com.pe;COMERCIAL;CRM;COMERCIAL / MARKETING / VENTAS | DIRECCION / PLANEAMIENTO / GESTION | OPERACIONES / PRODUCCION / MANTENIMIENTO | SERVICIO AL CLIENTE / ATENCION | TECNOLOGIA / INNOVACION / TI;CRM
245;BAMBOO BALANCE PERU S.A.C.;20605666915;Optimizaci�n de la estrategia digital de BAMBOO BALANCE PERU a trav�s del mejoramiento de capacidades de su plataforma web y el desarrollo de una estrategia SEO-SEM, para desarrollar posicionamiento web y asertiva gesti�n de ventas B2C y B2B con sus productos;Desaprobado;-;-;ACTIVO;CAL. LOS ALCANFORES NRO 1155 INT. 803 URB. ARMENDARIZ ;150122;LIMA;LIMA;MIRAFLORES;VENTA AL POR MENOR DE PRODUCTOS FARMACEUTICOS Y MEDICOS COSMETICOS Y ARTICULOS DE TOCADOR EN COMERCIOS ESPECIALIZADOS;"Comercio al por mayor y al por menor; reparaci�n de veh�culos automotores y motocicletas";967335876;info@bamboobalance.pe;COMERCIAL;CRM;COMERCIAL / MARKETING / VENTAS | DIRECCION / PLANEAMIENTO / GESTION | FINANZAS / CONTABILIDAD / TESORERIA | TECNOLOGIA / INNOVACION / TI;CRM
246;CONSERAM EIRL;20608230751;Implementaci�n de un sistema digital para potenciar la visibilidad, competitividad y comercializaci�n de servicios de asesor�a especializada en proyectos agroproductivos de la empresa CONSERAM EIRL, en la regi�n Cajamarca.;Desaprobado;-;-;ACTIVO;AV. MARISCAL URETA NRO 1912 OTR. MARISCAL URETA ;60801;CAJAMARCA;JAEN;JAEN;VENTA AL POR MAYOR DE MAQUINARIA EQUIPO Y MATERIALES AGROPECUARIOS;"Comercio al por mayor y al por menor; reparaci�n de veh�culos automotores y motocicletas";954614888;healva2004@gmail.com;COMERCIAL;Business Intelligence / Analytics;TECNOLOGIA / INNOVACION / TI;Business Intelligence / Analytics
253;PARCONSIL CONSULTORES S.A.C.;20392655329;Implementaci�n de un complemento con inteligencia artificial a la herramienta digital AdProv para Optimizar la gesti�n operativa del servicio de homologaci�n y auditor�a.;Desaprobado;-;-;ACTIVO;JR. 8 NRO 216 DEP. 201 URB. MONTERRICO NORTE ;150130;LIMA;LIMA;SAN BORJA;ACTIVIDADES DE CONSULTORIA DE GESTION;Actividades profesionales, cient�ficas y t�cnicas;959654566;administracion@parconsil.com;TI / TRANSFORMACION DIGITAL;IA / Machine Learning;CALIDAD / SEGURIDAD / SST;IA / MACHINE LEARNING
255;GIGANTOGRAFIX E.I.R.L.;20602683991;TRANSFORMACI�N DIGITAL EN GIGANTOGRAFIX E.I.R.L., DE SERVICIOS GR�FICOS TRADICIONALES A SOLUCIONES DIGITALES SOSTENIBLES MEDIANTE LA IMPLEMENTACI�N DE HERRAMIENTAS TECNOL�GICAS INTEGRADAS;Desaprobado;-;-;ACTIVO;PQ. GINEBRA NRO 628 BAR. PUMACAYAN ;20101;ANCASH;HUARAZ;HUARAZ;IMPRESION;Industrias manufactureras;943672462;gigantografix@gmail.com;TI / TRANSFORMACION DIGITAL;IA / Machine Learning;TECNOLOGIA / INNOVACION / TI;IA / Machine Learning
256;T & C PROCESADORA DE ALIMENTOS SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA;20561307301;Implementaci�n de soluciones digitales para mejorar la gesti�n de inventarios y la administraci�n de clientes.;Desaprobado;-;-;ACTIVO;CAL. LA PROLONGACION GAMARRA NRO 1080 INT. 1105 ;150115;LIMA;LIMA;LA VICTORIA;ACTIVIDADES DE RESTAURANTES Y DE SERVICIO MOVIL DE COMIDAS;Actividades de alojamiento y de servicio de comidas;(01)201685;oscar_otcc@hotmail.com;COMERCIAL;CRM;COMERCIAL / MARKETING / VENTAS;CRM
258;GRUPO GAROME ESTOMATOLOGOS S.A.C.;20548830304;Transformaci�n Digital para impactar digitalmente en los procesos comerciales, operativos y de atenci�n al cliente;Desaprobado;-;-;ACTIVO;CAL. FORTUNATO QUESADA NRO 345 URB. LAS LEYENDAS ;150136;LIMA;LIMA;SAN MIGUEL;ACTIVIDADES DE MEDICOS Y ODONTOLOGOS;Actividades de atenci�n de la salud humana y de asistencia social;941712214;grupo.garomesac@gmail.com;COMERCIAL;Automatizacion / Workflow (BPM / RPA);COMERCIAL / MARKETING / VENTAS | SERVICIO AL CLIENTE / ATENCION | TECNOLOGIA / INNOVACION / TI;AUTOMATIZACION / WORKFLOW (BPM / RPA)
260;GENERACION TEC S.A.C.;20601758815;Implementaci�n de Herramientas Digitales para la optimizaci�n de procesos internos y el aumento de la productividad de la empresa.;Desaprobado;-;-;ACTIVO;JR. LOS CIVILES MZA. D LOTE 6 URB. ING. SANTA TERESA ;150140;LIMA;LIMA;SANTIAGO DE SURCO;OTRAS ACTIVIDADES PROFESIONALES CIENTIFICAS Y TECNICAS NO CLASIFICADOS PREVIAMENTE;Actividades profesionales, cient�ficas y t�cnicas;997210249;info@generaciontec.com;OPERACIONES;Automatizacion / Workflow (BPM / RPA);OPERACIONES;AUTOMATIZACION / WORKFLOW (BPM / RPA)
262;SERVICIOS ALIMENTARIOS EL TARWI S.A.C.;20516936801;Modernizaci�n de la gesti�n de las operaciones y de la interacci�n con los clientes mediante la adopci�n de herramientas digitales para el incremento de utilidades del restaurante regional ancashino El Tarwi.;Desaprobado;-;-;ACTIVO;PJ. JOSE AYULO NRO 131 URB. FUNDO OYAGUE ;150113;LIMA;LIMA;JESUS MARIA;ACTIVIDADES DE RESTAURANTES Y DE SERVICIO MOVIL DE COMIDAS;Actividades de alojamiento y de servicio de comidas;975598301;eltarwijm@gmail.com;COMERCIAL;CRM;COMERCIAL / MARKETING / VENTAS | OPERACIONES / PRODUCCION / MANTENIMIENTO;CRM
263;PERU TRAVEL  Y HEALING SOCIEDAD ANONIMA CERRADA - PERU T & H S.A.C.;20491040573;Implementaci�n de un sistema Inteligente de atenci�n y dise�o personalizado de tours tur�sticos mediante agentes virtuales con IA para mejorar la eficiencia comercial y el posicionamiento de PERU T&H SAC;Desaprobado;-;-;ACTIVO;CAL. SAN MARTIN MZA. A LOTE 6 DEP. 1 URB. EL TREBOL A-6 ;80105;CUSCO;CUSCO;SAN SEBASTIAN;TRANSPORTE URBANO Y SUBURBANO DE PASAJEROS POR VIA TERRESTRE;Transporte y almacenamiento;(084)227892;admin@travelandhealing.com;COMERCIAL;IA / Machine Learning;COMERCIAL / MARKETING / VENTAS | TECNOLOGIA / INNOVACION / TI;IA / MACHINE LEARNING
265;CASALIM TARAPOTO SOCIEDAD ANONIMA CERRADA - CASALIM TARAPOTO S.A.C.;20572285988;TRANSFORMACI�N DIGITAL ORIENTADA AL FORTALECIMIENTO DE LA GESTI�N POR PROCESOS Y A LA MEJORA DEL DESEMPE�O PRODUCTIVO EN LA EMPRESA CASALIM TARAPOTO S.A.C.;Desaprobado;-;-;ACTIVO;JR. TAHUANTINSUYO NRO 331 ;220901;SAN MARTIN;SAN MARTIN;TARAPOTO;FABRICACION DE JABONES Y DETERGENTES PREPARADOS PARA LIMPIAR Y PULIR PERFUMES Y PREPARADOS DE TOCADOR;Industrias manufactureras;948575678;esza_87@hotmail.com;OPERACIONES;Automatizacion / Workflow (BPM / RPA);OPERACIONES / PRODUCCION / MANTENIMIENTO | RRHH / TALENTO / CAPACITACION | TECNOLOGIA / INNOVACION / TI;AUTOMATIZACION / WORKFLOW (BPM / RPA)
266;AMOC DIGITAL S.A.C.;20607903680;OPTIMIZACI�N DE LOS PROCESOS PRODUCTIVOS Y COMERCIALES MEDIANTE LA IMPLEMENTACI�N DE HERRAMIENTAS DIGITALES DE GESTI�N Y EL FORTALECIMIENTO DEL MARKETING DIGITAL EN LA EMPRESA AMOC DIGITAL S.A.C.;Desaprobado;-;-;ACTIVO;JR. LOS SAUCES MZA. M LOTE 11 URB. LOS SAUCES ;220909;SAN MARTIN;SAN MARTIN;LA BANDA DE SHILCAYO;PROGRAMACION INFORMATICA;Informaci�n y comunicaciones;997586920;amocdigital@gmail.com;COMERCIAL;Automatizacion / Workflow (BPM / RPA);COMERCIAL / MARKETING / VENTAS;AUTOMATIZACION / WORKFLOW (BPM / RPA)
268;COMPA�IA JCH S.A.C.;20601648068;Fortalecimiento de la presencia digital y la gesti�n comercial de COMPA��A JCH S.A.C. para mejorar la captaci�n y fidelizaci�n de clientes.;Desaprobado;-;-;ACTIVO;AV. PARACAS NRO 364 URB. SALAMANCA ;150103;LIMA;LIMA;ATE;VENTA AL POR MAYOR DE MATERIALES DE CONSTRUCCION ARTICULOS DE FERRETERIA Y EQUIPO Y MATERIALES DE FONTANERIA Y CALEFACCION;"Comercio al por mayor y al por menor; reparaci�n de veh�culos automotores y motocicletas";998808189;contacto@compañiajch.com;COMERCIAL;CRM;COMERCIAL / MARKETING / VENTAS;CRM
272;GRUPO REOL�S PERU S.A.C.;20602444849;Dise�o e Implementaci�n de un Sistema Integrado de Gesti�n Comercial, administrativa y log�stica para la empresa Grupo REOL'S PERU SAC;Aprobado;No Acreditado;-;ACTIVO;AV. SALOMON VILCHEZ MURGA NRO 400 ;60601;CAJAMARCA;CUTERVO;CUTERVO;CONSTRUCCION DE OTRAS OBRAS DE INGENIERIA CIVIL;Construcci�n;929539406;medali_18_96@hotmail.com;COMERCIAL;IA / Machine Learning;ALMACEN / LOGISTICA / DISTRIBUCION | COMERCIAL / MARKETING / VENTAS | TECNOLOGIA / INNOVACION / TI;IA / Machine Learning
